index,study_id,id,author,year,group,group_id,group_desc,url,country,region,city,time_MAX,time_50,time_MIN,detailed_time,exp_dur,fu_dur,age_base,age_category,age_SD,days_ps,days_cat,yrs_ps,stroke_type,terminal_dropout,outcome_name,outcome_extremity,ue_subscale,le_subscale,outcomenamecat,SCOAR_outcome,p_outcome_stated,itt_analysis,base_n,base_m,base_sd,difference_score,term_n,term_m,term_sd,diff_base,diff_term,fu_n,fu_m,fu_sd,est_corr,term_diff,term_s_diff,fu_diff,fu_s_diff,term_d,fu_d,j_corr_factor,term_g,aaa,fu_g,term_Vd,fu_Vd,term_Vg,SE,termvginv,fu_Vg,chck2,notes
60.00,23.00,crosbie2012,crosbie,2012.00,exp,50.00,VR mediated UE therapy,http://www.ncbi.nlm.nih.gov/pubmed/22275463,uk,,newtonabbey,6.75,6.75,6.75,1.00,21.00,201.00,56.10,50th Percentile,,351.00,<1year,0.092767123,0.00,0.00,motricity index-ue,ue,,,other,lohse,0.00,1.00,9.00,71.70,9.40,,9.00,84.90,9.20,,,9.00,85.20,12.00,0.50,13.20,9.30,13.50,10.78,1.42,1.25,0.90,1.28,1.13,1.13,0.22,0.20,0.18,0.43,5.50,0.16,,
61.00,23.00,crosbie2012,crosbie,2012.00,ctrl,51.00,standard therapy matched to the control group,http://www.ncbi.nlm.nih.gov/pubmed/22275463,uk,,newtonabbey,6.75,6.75,6.75,1.00,21.00,201.00,64.60,75th Percentile,,300.00,<1year,0.092767123,0.00,0.00,motricity index-ue,ue,,,other,lohse,0.00,1.00,9.00,77.40,19.50,,8.00,85.00,22.10,,,8.00,81.60,20.90,0.50,7.60,20.75,4.20,20.17,0.37,0.21,0.90,0.33,0.58,0.19,0.12,0.11,0.10,0.31,10.34,0.09,,
62.00,24.00,da silva cameiro2011,da silva cameiro,2011.00,exp,52.00,VR + conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/21697589,spain,,barcelona,11.88,11.88,11.88,1.00,84.00,168.00,63.70,75th Percentile,11.00,11.50,<90days,0.031506849,1.00,2.00,barthel,,,,other,lohse,0.00,0.00,10.00,42.10,6.80,1.00,8.00,,,1.00,0.00,,,,0.50,,6.80,,6.80,,,0.91,0.00,0.00,0.00,,,,0.00,,,Yes,"used ridiculous normalized improvement scores, too many inferences to calculate effect size"
63.00,24.00,da silva cameiro2011,da silva cameiro,2011.00,ctrl,53.00,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/21697589,spain,,barcelona,0.00,0.00,0.00,,84.00,168.00,58.80,50th Percentile,11.00,15.10,<90days,0.041369863,1.00,1.00,barthel,,,,other,lohse,0.00,0.00,9.00,45.60,14.10,1.00,8.00,,,1.00,0.00,,,,0.50,,14.10,,14.10,,,0.90,0.00,0.00,0.00,,,,0.00,,,Yes,"used ridiculous normalized improvement scores, too many inferences to calculate effect size"
66.00,25.00,dahl2008,dahl,2008.00,exp,54.00,CIMT,http://cre.sagepub.com/content/22/5/436.short,norway,,trondheim,204.00,132.00,60.00,1.00,14.00,180.00,62.00,50th Percentile,,630.00,>1year,1.726027397,1.00,0.00,wmft,ue,wmft,,wmft,lohse,1.00,1.00,18.00,2.17,0.78,,18.00,1.56,0.57,0.00,0.00,18.00,1.82,0.80,0.50,-0.61,0.68,-0.35,0.79,0.89,0.44,0.96,0.85,0.92,0.42,0.08,0.06,0.07,0.27,14.10,0.06,Yes,sign reversed for time measure
67.00,25.00,dahl2008,dahl,2008.00,ctrl,55.00,traditional therapy,http://cre.sagepub.com/content/22/5/436.short,norway,,trondheim,0.00,0.00,0.00,,14.00,180.00,60.00,50th Percentile,,780.00,>1year,2.136986301,1.00,0.00,wmft,ue,wmft,,wmft,lohse,1.00,1.00,12.00,2.27,0.85,,12.00,2.03,0.82,0.00,0.00,12.00,1.77,0.92,0.50,-0.24,0.84,-0.50,0.89,0.29,0.56,0.93,0.27,0.52,0.53,0.09,0.10,0.08,0.27,13.32,0.08,Yes,sign reversed for time measure
68.00,26.00,daly2005,daly,2005.00,exp,56.00,robot assistance with motor learning,http://www.ncbi.nlm.nih.gov/pubmed/16680610,usa,OH,cleveland,0.00,0.00,0.00,,,,,Not Available,,,>1year,,1.00,0.00,arm motor abilities test,ue,,,other,lohse,1.00,0.00,6.00,2135.15,317.54,,6.00,1644.80,314.40,,,,,,0.50,-490.35,315.97,,317.54,1.55,,0.84,1.31,1.14,0.00,0.37,,0.26,0.51,3.84,,,sign reversed for time measure
69.00,26.00,daly2005,daly,2005.00,exp,57.00,functional neuromuscular stimulation with motor learning,http://www.ncbi.nlm.nih.gov/pubmed/16680610,usa,OH,cleveland,0.00,0.00,0.00,,,,,Not Available,,,>1year,,1.00,0.00,arm motor abilities test,ue,,,other,lohse,1.00,0.00,6.00,1834.90,292.19,,6.00,1593.00,496.70,,,,,,0.50,-241.90,407.48,,292.19,0.59,,0.84,0.50,0.71,0.00,0.20,,0.14,0.37,7.19,,,sign reversed for time measure
70.00,27.00,danzl2013,danzl,2013.00,ctrl,58.00,robotic gait training with sham tDCS,http://www.ncbi.nlm.nih.gov/pubmed/23949035,usa,KY,lexington,0.00,0.00,0.00,,28.00,58.00,70.75,75th Percentile,,1177.10,>1year,3.224931507,1.00,1.00,10mwt,le,,speed,speed,lohse,1.00,0.00,5.00,65.55,21.00,,4.00,65.55,,,,4.00,55.15,,0.50,0.00,21.00,-10.40,21.00,0.00,-0.50,0.80,0.00,0.00,-0.40,0.20,0.22,0.13,0.36,7.81,0.14,,
71.00,27.00,danzl2013,danzl,2013.00,exp,59.00,robotic gait training with tDCS,http://www.ncbi.nlm.nih.gov/pubmed/23949035,usa,KY,lexington,0.00,0.00,0.00,,28.00,58.00,64.75,75th Percentile,,1742.90,>1year,4.775068493,1.00,1.00,10mwt,le,,speed,speed,lohse,1.00,0.00,5.00,117.43,83.89,,4.00,65.96,,,,4.00,70.53,,0.50,-51.47,83.89,-46.90,83.89,-0.61,-0.56,0.80,-0.49,#NUM!,-0.45,0.24,0.23,0.15,0.39,6.57,0.15,,
72.00,28.00,de deigo2013,de deigo,2013.00,exp,60.00,sensory stimulation + functional activity training,http://www.ncbi.nlm.nih.gov/pubmed/23524843,spain,,barcelona,44.00,44.00,44.00,1.00,56.00,,61.90,50th Percentile,,1341.00,>1year,3.673972603,0.00,0.00,fma,ue,fma,,fma,lohse,0.00,0.00,12.00,24.30,4.60,,12.00,29.40,4.90,0.00,,,,,0.50,5.10,4.75,,4.60,1.07,,0.93,1.00,1.00,0.00,0.13,,0.11,0.34,8.80,,Yes,
73.00,28.00,de deigo2013,de deigo,2013.00,ctrl,61.00,traditional therapy,http://www.ncbi.nlm.nih.gov/pubmed/23524843,spain,,barcelona,16.00,16.00,16.00,1.00,56.00,,60.60,50th Percentile,,1821.00,>1year,4.989041096,0.00,0.00,fma,ue,fma,,fma,lohse,0.00,0.00,9.00,33.73,7.30,,9.00,36.70,7.60,0.00,,,,,0.50,2.97,7.45,,7.30,0.40,,0.90,0.36,0.60,0.00,0.12,,0.10,0.31,10.22,,Yes,
74.00,29.00,dean2000,dean,2000.00,ctrl,62.00,upper limb training,http://www.ncbi.nlm.nih.gov/pubmed/10768528,australia,,sydney,0.00,0.00,0.00,1.00,28.00,60.00,62.30,50th Percentile,3.30,474.50,>1year,1.3,0.00,1.00,6minwt,le,,capacity,capacity,lohse,1.00,0.00,6.00,259.00,154.60,,5.00,264.30,159.10,0.00,0.00,4.00,261.50,157.30,0.50,5.30,156.62,2.50,155.62,0.03,0.02,0.84,0.03,0.17,0.01,0.17,0.17,0.12,0.34,8.46,0.12,Yes,
75.00,29.00,dean2000,dean,2000.00,exp,63.00,circuit training,http://www.ncbi.nlm.nih.gov/pubmed/10768528,australia,,sydney,12.00,12.00,12.00,1.00,28.00,60.00,66.20,75th Percentile,4.70,839.50,>1year,2.3,0.00,2.00,6minwt,le,,capacity,capacity,lohse,1.00,0.00,6.00,207.90,119.00,,4.00,250.00,135.00,0.00,0.00,4.00,277.70,130.50,0.50,42.10,125.24,69.80,123.44,0.34,0.57,0.84,0.28,0.53,0.48,0.18,0.19,0.12,0.35,8.01,0.14,Yes,
80.00,30.00,dean/ada2010/2010,dean/ada,2010/2010,exp,64.00,treadmill walking,http://www.ncbi.nlm.nih.gov/pubmed/20482476,australia,,sydney,0.00,0.00,0.00,,180.00,,70.00,75th Percentile,9.00,18.00,<90days,0.049315068,0.00,4.00,10mwt,le,,speed,speed,lohse,1.00,1.00,38.00,0.00,0.00,,38.00,0.57,0.36,0.00,,,,,0.50,0.57,0.36,,,1.58,,0.98,1.55,1.25,0.00,0.06,,0.06,0.24,17.57,,Yes,0 SD at baseline (non-abulatory patients)
81.00,30.00,dean/ada2010/2010,dean/ada,2010/2010,ctrl,65.00,overground walking,http://www.ncbi.nlm.nih.gov/pubmed/20482476,australia,,sydney,0.00,0.00,0.00,,180.00,,71.00,75th Percentile,9.00,18.00,<90days,0.049315068,0.00,2.00,10mwt,le,,speed,speed,lohse,1.00,1.00,32.00,0.00,0.00,,32.00,0.47,0.28,0.00,,,,,0.50,0.47,0.28,,,1.68,,0.98,1.64,1.28,0.00,0.08,,0.07,0.27,13.96,,Yes,0 SD at baseline (non-abulatory patients)
84.00,31.00,desrosiers2005,desrosiers,2005.00,exp,66.00,cpt + repetition of unilateral and symmetrical tasks,http://www.ncbi.nlm.nih.gov/pubmed/16180593,canada,quebec,sherbrooke,15.00,15.00,15.00,1.00,35.00,,72.20,75th Percentile,,34.20,<90days,0.09369863,1.00,3.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,20.00,42.90,20.00,,17.00,46.10,18.40,0.00,,,,,0.50,3.20,19.29,,20.00,0.17,,0.96,0.16,0.40,0.00,0.05,,0.05,0.22,21.41,,Yes,
85.00,31.00,desrosiers2005,desrosiers,2005.00,ctrl,67.00,CPT dosage matched to experimental group,http://www.ncbi.nlm.nih.gov/pubmed/16180593,canada,quebec,sherbrooke,15.00,15.00,15.00,1.00,35.00,,74.30,Remaining,,35.40,<90days,0.096986301,1.00,5.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,21.00,47.00,16.10,,16.00,51.30,14.10,0.00,,,,,0.50,4.30,15.27,,16.10,0.28,,0.96,0.27,0.52,0.00,0.05,,0.05,0.21,21.83,,Yes,
86.00,32.00,di lauro2003,di lauro,2003.00,ctrl,68.00,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/14586603,italy,,naples,10.50,10.50,10.50,1.00,14.00,180.00,67.60,75th Percentile,,1.00,<90days,0.002739726,1.00,3.00,bartel,,,,other,lohse,0.00,0.00,29.00,1.50,1.50,,26.00,3.20,2.60,0.00,0.00,22.00,7.70,3.00,0.50,1.70,2.09,6.20,2.27,0.81,2.73,0.97,0.79,0.89,2.66,0.05,0.16,0.04,0.21,23.03,0.15,Yes,
87.00,32.00,di lauro2003,di lauro,2003.00,exp,69.00,CPT + CPT,http://www.ncbi.nlm.nih.gov/pubmed/14586603,italy,,naples,28.00,28.00,28.00,1.00,14.00,180.00,69.30,75th Percentile,,1.00,<90days,0.002739726,1.00,4.00,bartel,,,,other,lohse,0.00,0.00,31.00,1.40,1.40,,27.00,3.20,2.00,0.00,0.00,24.00,8.00,2.80,0.50,1.80,1.71,6.60,2.12,1.06,3.11,0.97,1.03,1.01,3.03,0.05,0.19,0.05,0.22,20.95,0.18,Yes,
88.00,33.00,dias2007,dias,2007.00,exp,70.00,bodyweight supported treadmill training,http://www.ncbi.nlm.nih.gov/pubmed/18084173,portugal,,lisbon,16.67,16.67,16.67,1.00,35.00,90.00,70.35,75th Percentile,7.36,1413.00,>1year,3.871232877,0.00,0.00,motricity index - le,le,,,other,lohse,1.00,0.00,20.00,51.50,14.02,1.00,20.00,54.63,,1.00,0.00,20.00,59.95,,0.50,3.13,14.02,8.45,14.02,0.22,0.60,0.96,0.21,0.46,0.58,0.05,0.06,0.05,0.22,21.17,0.05,Yes,Difference scores are divided by the standard deviation at baseline
89.00,33.00,dias2007,dias,2007.00,ctrl,71.00,conventional therapy using the bobath method,http://www.ncbi.nlm.nih.gov/pubmed/18084173,portugal,,lisbon,16.67,16.67,16.67,1.00,35.00,90.00,68.00,75th Percentile,10.69,1453.50,>1year,3.982191781,0.00,0.00,motricity index -le,le,,,other,lohse,1.00,0.00,20.00,56.20,10.46,1.00,20.00,59.91,,1.00,0.00,20.00,61.24,,0.50,3.71,10.46,5.04,10.46,0.35,0.48,0.96,0.34,0.58,0.46,0.05,0.06,0.05,0.22,20.42,0.05,Yes,Difference scores are divided by the standard deviation at baseline
96.00,34.00,dobkin2010,dobkin,2010.00,ctrl,72.00,conventional training,http://www.ncbi.nlm.nih.gov/pubmed/20164411,usa,CA,los angeles,0.00,0.00,0.00,,42.80,132.80,65.10,75th Percentile,,30.20,<90days,0.082739726,0.00,7.00,gait speed SSV,le,,speed,speed,lohse,1.00,0.00,91.00,0.46,0.34,,84.00,0.72,0.44,,,,,,0.50,0.26,0.39,,0.34,0.66,,0.99,0.66,0.81,0.00,0.01,,0.01,0.11,75.80,,,
97.00,34.00,dobkin2010,dobkin,2010.00,exp,73.00,conventional gait training plus augmented feedback,http://www.ncbi.nlm.nih.gov/pubmed/20164411,usa,CA,los angeles,0.00,0.00,0.00,,40.40,130.40,62.90,50th Percentile,,27.30,<90days,0.074794521,0.00,10.00,gait speed SSV,le,,speed,speed,lohse,1.00,0.00,88.00,0.45,0.37,,78.00,0.91,0.57,,,,,,0.50,0.46,0.47,,0.37,0.97,,0.99,0.96,0.98,0.00,0.02,,0.02,0.13,60.92,,,
98.00,35.00,donaldson2009,donaldson,2009.00,ctrl,74.00,conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/19109444,uk,east anglia,norwich,2.81,2.81,2.81,3.00,42.00,72.00,72.60,75th Percentile,,13.40,<90days,0.036712329,1.00,2.00,arat,ue,arat,,arat,lohse,1.00,1.00,10.00,34.00,13.36,,8.00,45.00,13.93,,,5.00,,,0.50,11.00,13.61,,13.36,0.81,,0.91,0.74,0.86,0.00,0.13,,0.11,0.33,9.02,,Yes,
99.00,35.00,donaldson2009,donaldson,2009.00,exp,75.00,CPT + CPT,http://www.ncbi.nlm.nih.gov/pubmed/19109444,uk,east anglia,norwich,13.80,13.80,13.80,3.00,42.00,72.00,73.30,75th Percentile,,25.60,<90days,0.070136986,1.00,0.00,arat,ue,arat,,arat,lohse,1.00,1.00,10.00,33.70,14.72,,10.00,41.80,17.83,,,6.00,,,0.50,8.10,16.35,,14.72,0.50,,0.91,0.45,0.67,0.00,0.11,,0.09,0.31,10.66,,Yes,
100.00,35.00,donaldson2009,donaldson,2009.00,exp,76.00,CPT + FST,http://www.ncbi.nlm.nih.gov/pubmed/19109444,uk,east anglia,norwich,17.70,17.70,17.70,3.00,42.00,72.00,72.60,75th Percentile,,21.70,<90days,0.059452055,1.00,0.00,arat,ue,arat,,arat,lohse,1.00,1.00,10.00,26.00,9.30,,10.00,43.60,18.90,,,8.00,,,0.50,17.60,14.89,,9.30,1.18,,0.91,1.08,1.04,0.00,0.17,,0.14,0.38,7.04,,Yes,
101.00,36.00,dromerick2000,dromerick,2000.00,ctrl,77.00,standard care,http://www.ncbi.nlm.nih.gov/pubmed/11108760,usa,MO,st. louis,20.00,20.00,20.00,1.00,14.00,,71.40,75th Percentile,,,NA,0,1.00,0.00,arat,ue,arat,,arat,lohse,1.00,0.00,9.00,27.90,20.70,,9.00,44.30,11.10,,,,,,0.50,16.40,16.61,,20.70,0.99,,0.90,0.89,0.94,0.00,0.17,,0.13,0.37,7.42,,Yes,
102.00,36.00,dromerick2000,dromerick,2000.00,exp,78.00,CIMT,http://www.ncbi.nlm.nih.gov/pubmed/11108760,usa,MO,st. louis,104.00,62.00,20.00,1.00,14.00,,61.50,50th Percentile,,6.00,<90days,0.016,1.00,0.00,arat,ue,arat,,arat,lohse,1.00,0.00,11.00,27.30,19.90,,11.00,52.80,5.90,,,,,,0.50,25.50,14.68,,19.90,1.74,,0.92,1.60,1.27,0.00,0.23,,0.19,0.44,5.14,,Yes,
103.00,37.00,dromerick2009,dromerick,2009.00,ctrl,79.00,ctrl,http://www.ncbi.nlm.nih.gov/pubmed/19458319,usa,DC,washington DC,20.00,20.00,20.00,3.00,14.00,90.00,64.70,75th Percentile,,10.40,<90days,0.028493151,1.00,0.00,arat,ue,arat,,arat,lohse,1.00,1.00,17.00,19.70,13.90,,17.00,36.20,4.05,0.00,0.00,17.00,45.34,3.68,0.50,16.50,10.24,25.64,10.17,1.61,2.52,0.95,1.54,1.24,2.40,0.14,0.25,0.12,0.35,8.15,0.22,Yes,
104.00,37.00,dromerick2009,dromerick,2009.00,exp,80.00,lo cimt,http://www.ncbi.nlm.nih.gov/pubmed/19458319,usa,DC,washington DC,70.00,50.00,30.00,3.00,14.00,90.00,62.80,50th Percentile,,8.80,<90days,0.024109589,1.00,0.00,arat,ue,arat,,arat,lohse,1.00,1.00,19.00,22.70,14.30,,19.00,42.10,3.82,0.00,0.00,19.00,46.86,3.51,0.50,19.40,10.47,24.16,10.41,1.85,2.32,0.96,1.78,1.33,2.22,0.14,0.19,0.13,0.36,7.62,0.18,Yes,
105.00,37.00,dromerick2009,dromerick,2009.00,exp,81.00,hi cimt,http://www.ncbi.nlm.nih.gov/pubmed/19458319,usa,DC,washington DC,130.80,80.40,30.00,3.00,14.00,90.00,64.50,75th Percentile,,9.94,<90days,0.026,1.00,0.00,arat,ue,arat,,arat,lohse,1.00,1.00,16.00,25.40,18.00,,16.00,33.90,4.16,0.00,0.00,16.00,38.00,3.76,0.50,8.50,13.06,12.60,13.00,0.65,0.97,0.95,0.62,0.79,0.92,0.08,0.09,0.07,0.26,14.66,0.08,Yes,
106.00,38.00,duncan1998,duncan,1998.00,exp,82.00,home-based exercise and rehab,http://stroke.ahajournals.org/content/29/10/2055.full,usa,KS,kansas city,36.00,36.00,36.00,1.00,56.00,,67.30,75th Percentile,9.60,66.00,<90days,0.180821918,1.00,0.00,fma,ue,fma,,fma,lohse,1.00,1.00,10.00,38.10,,,10.00,46.60,,0.00,,,,,0.50,8.50,,,,,,0.91,0.00,0.00,0.00,,,,0.00,,,Yes,
107.00,38.00,duncan1998,duncan,1998.00,ctrl,83.00,usual care,http://stroke.ahajournals.org/content/29/10/2055.full,usa,KS,kansas city,0.00,0.00,0.00,1.00,56.00,,67.80,75th Percentile,7.20,56.00,<90days,0.153424658,1.00,0.00,fma,ue,fma,,fma,lohse,1.00,1.00,10.00,36.40,,,10.00,38.60,,0.00,,,,,0.50,2.20,,,,,,0.91,0.00,0.00,0.00,,,,0.00,,,Yes,
114.00,39.00,duncan2003,duncan,2003.00,ctrl,84.00,standard care,http://www.ncbi.nlm.nih.gov/pubmed/12920254,usa,FL,gainesville,28.65,28.65,28.65,3.00,84.00,,70.20,75th Percentile,11.40,73.50,<90days,0.201369863,1.00,2.00,fma-ue,ue,fma,,fma,lohse,0.00,1.00,48.00,23.70,3.50,1.00,48.00,25.46,,,,,,,0.50,1.76,3.50,,3.50,0.50,,0.98,0.49,0.70,0.00,0.02,,0.02,0.15,44.01,,Yes,
115.00,39.00,duncan2003,duncan,2003.00,exp,85.00,home exercise program,http://www.ncbi.nlm.nih.gov/pubmed/12920254,usa,FL,gainesville,50.66,50.66,50.66,3.00,84.00,,68.50,75th Percentile,9.00,77.50,<90days,0.212328767,1.00,6.00,fma-ue,ue,fma,,fma,lohse,0.00,1.00,44.00,24.10,3.70,1.00,44.00,26.84,,,,,,,0.50,2.74,3.70,,3.70,0.74,,0.98,0.73,0.85,0.00,0.03,,0.03,0.17,35.78,,Yes,
122.00,40.00,duncan2011,duncan,2011.00,exp,86.00,early locomotor,http://www.nejm.org/doi/full/10.1056/NEJMoa1010790,usa,NC,durham,54.00,54.00,54.00,3.00,98.00,365.00,60.10,50th Percentile,12.30,64.10,<90days,0.175616438,1.00,,gait speed comfortable,le,,speed,speed,lohse,1.00,1.00,139.00,0.37,0.22,1.00,139.00,0.62,,1.00,0.00,139.00,0.60,,0.50,0.25,0.22,0.23,0.22,1.14,1.05,0.99,1.13,1.06,1.04,0.01,0.01,0.01,0.11,85.39,0.01,Yes,
123.00,40.00,duncan2011,duncan,2011.00,ctrl,87.00,late locomotor (pre-crossover),http://www.nejm.org/doi/full/10.1056/NEJMoa1010790,usa,NC,durham,22.50,22.50,22.50,3.00,98.00,98.00,63.30,75th Percentile,12.50,64.18,<90days,0.175835616,1.00,,gait speed comfortable,le,,speed,speed,lohse,1.00,1.00,143.00,0.38,0.23,1.00,143.00,0.51,,1.00,0.00,143.00,,,0.50,0.13,0.23,,0.23,0.57,,0.99,0.56,0.75,0.00,0.01,,0.01,0.09,124.62,,Yes,
124.00,40.00,duncan2011,duncan,2011.00,exp,88.00,home exercise program,http://www.nejm.org/doi/full/10.1056/NEJMoa1010790,usa,NC,durham,54.00,54.00,54.00,3.00,98.00,365.00,62.60,50th Percentile,13.30,62.90,<90days,0.172328767,1.00,,gait speed comfortable,le,,speed,speed,lohse,1.00,1.00,126.00,0.39,0.22,1.00,126.00,0.62,,1.00,0.00,126.00,0.64,,0.50,0.23,0.22,0.25,0.22,1.05,1.14,0.99,1.04,1.02,1.13,0.01,0.01,0.01,0.11,82.46,0.01,Yes,
131.00,41.00,eich2004,eich,2004.00,exp,89.00,treadmill walking + conventional therapy,http://www.ncbi.nlm.nih.gov/pubmed/15473116,germany,,berlin,30.00,30.00,30.00,3.00,42.00,84.00,62.40,50th Percentile,6.00,42.70,<90days,0.116986301,1.00,0.00,10mwt,le,,speed,speed,lohse,0.00,1.00,25.00,0.40,0.17,,25.00,0.71,0.30,0.00,0.00,24.00,0.77,0.35,0.50,0.31,0.24,0.37,0.27,1.27,1.35,0.97,1.23,1.11,1.31,0.07,0.08,0.07,0.26,14.74,0.07,Yes,
132.00,41.00,eich2004,eich,2004.00,ctrl,90.00,conventional therapy dosage matched to exp group,http://www.ncbi.nlm.nih.gov/pubmed/15473116,germany,,berlin,30.00,30.00,30.00,3.00,42.00,84.00,64.00,75th Percentile,4.80,65.60,<90days,0.179726027,1.00,0.00,10mwt,le,,speed,speed,lohse,0.00,1.00,25.00,0.44,0.22,,25.00,0.60,0.22,0.00,0.00,25.00,0.58,0.22,0.50,0.16,0.22,0.14,0.22,0.73,0.64,0.97,0.70,0.84,0.62,0.05,0.05,0.05,0.22,21.08,0.05,Yes,
135.00,42.00,fang2003,fang,2003.00,exp,91.00,additional early physiotherapy,http://www.ncbi.nlm.nih.gov/pubmed/12971705,china,,guangzhou,15.00,15.00,15.00,1.00,30.00,180.00,65.49,75th Percentile,10.94,7.00,<90days,0.019178082,1.00,28.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,50.00,16.50,16.34,,50.00,25.89,20.83,1.00,0.00,14.00,41.86,23.82,0.50,9.39,18.72,25.36,18.17,0.50,1.40,0.98,0.49,0.70,1.37,0.02,0.04,0.02,0.15,45.81,0.04,Yes,
136.00,42.00,fang2003,fang,2003.00,ctrl,92.00,"not clear described as CPT and ""no professional rehabilitation""",http://www.ncbi.nlm.nih.gov/pubmed/12971705,china,,guangzhou,11.25,11.25,11.25,1.00,30.00,180.00,61.80,50th Percentile,10.94,7.00,<90days,0.019178082,1.00,0.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,78.00,22.99,21.91,,78.00,28.66,21.40,1.00,0.00,12.00,48.52,26.65,0.50,5.67,21.66,25.53,22.56,0.26,1.13,0.99,0.26,0.51,1.12,0.01,0.02,0.01,0.11,76.91,0.02,Yes,
139.00,43.00,feys1998,feys,1998.00,ctrl,93.00,standard care,http://www.ncbi.nlm.nih.gov/pubmed/9550512,belgium,,leuven,15.00,15.00,15.00,2.00,42.00,365.00,62.78,50th Percentile,,24.02,<90days,0.065808219,1.00,4.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,50.00,2.36,0.78,,46.00,2.79,0.88,,,39.00,3.16,0.83,0.50,0.44,0.83,0.80,0.81,0.52,1.00,0.98,0.52,0.72,0.98,0.02,0.03,0.02,0.15,45.37,0.03,Yes,primary outcome was the log of the Brunnstrom Fugl Meyer; estimated from Figure 1
140.00,43.00,feys1998,feys,1998.00,exp,94.00,SC + sensory therapy,http://www.ncbi.nlm.nih.gov/pubmed/9550512,belgium,,leuven,30.00,30.00,30.00,2.00,42.00,365.00,65.62,75th Percentile,,21.40,<90days,0.058630137,1.00,10.00,fma-ue,ue,fma,,fma,lohse,0.00,0.00,50.00,2.37,0.78,,40.00,2.93,0.71,,,37.00,3.45,0.63,0.50,0.56,0.75,1.08,0.72,0.75,1.50,0.98,0.74,0.86,1.47,0.03,0.04,0.02,0.16,40.20,0.04,Yes,primary outcome was the log of the Brunnstrom Fugl Meyer; estimated from Figure 1
141.00,44.00,fisher2011,fisher,2011.00,exp,95.00,robot assited gait therapy,http://www.ncbi.nlm.nih.gov/pubmed/21642064,usa,TX,houston,24.00,24.00,24.00,2.00,56.00,,60.00,50th Percentile,14.00,57.00,<90days,0.156164384,0.00,0.00,walk time (8 meters),le,,,other,lohse,0.00,0.00,10.00,143.00,105.00,,10.00,56.00,73.00,,,,,,0.50,-87.00,90.43,,105.00,0.96,,0.91,0.88,0.94,0.00,0.15,,0.12,0.35,8.18,,Yes,sign reversed for time measure
142.00,44.00,fisher2011,fisher,2011.00,ctrl,96.00,CPT,http://www.ncbi.nlm.nih.gov/pubmed/21642064,usa,TX,houston,24.00,24.00,24.00,2.00,56.00,,60.00,50th Percentile,14.00,81.00,<90days,0.221917808,0.00,0.00,walk time (8 meters),le,,,other,lohse,0.00,0.00,10.00,105.00,95.00,,10.00,57.00,65.00,,,,,,0.50,-48.00,81.39,,95.00,0.59,,0.91,0.54,0.73,0.00,0.12,,0.10,0.31,10.19,,Yes,sign reversed for time measure
145.00,45.00,franceshini2009,franceshini,2009.00,exp,97.00,bodyweight supported treadmill training + CPT,http://www.ncbi.nlm.nih.gov/pubmed/19556526,italy,,rome,20.00,20.00,20.00,2.00,28.00,180.00,65.50,75th Percentile,12.20,28.90,<90days,0.079178082,1.00,9.00,motricity index,,,,other,lohse,1.00,0.00,52.00,43.00,,,42.00,59.00,,,,42.00,73.00,,0.50,16.00,,30.00,,,,0.99,0.00,0.00,0.00,,,,0.00,,,Yes,
146.00,45.00,franceshini2009,franceshini,2009.00,ctrl,98.00,CPT + overground walking,http://www.ncbi.nlm.nih.gov/pubmed/19556526,italy,,rome,20.00,20.00,20.00,2.00,28.00,180.00,70.90,75th Percentile,11.80,26.10,<90days,0.071506849,1.00,3.00,motricity index,,,,other,lohse,1.00,0.00,45.00,48.00,,,42.00,76.00,,,,42.00,77.00,,0.50,28.00,,29.00,,,,0.98,0.00,0.00,0.00,,,,0.00,,,Yes,
151.00,46.00,fuzaro2011,fuzaro,2011.00,exp,99.00,mCIMT,http://www.ncbi.nlm.nih.gov/pubmed/22378476,brasil,,sao paulo,39.67,28.17,16.67,1.00,28.00,90.00,54.15,50th Percentile,12.94,587.10,>1year,1.608493151,1.00,10.00,SIS,,,,other,lohse,0.00,0.00,19.00,42.63,8.23,,19.00,58.78,4.66,,,19.00,57.90,8.08,0.50,16.15,6.69,15.27,8.16,2.41,1.87,0.96,2.31,1.52,1.79,0.21,0.14,0.19,0.43,5.29,0.13,Yes,
